dimension_1,dimension_2,dimension_3,dimension_4,dimension_5,dimension_6,dimension_7,dimension_8,dimension_9,dimension_10
5,13,73,61,21,70,66,59,42,6
14,75,75,41,9,32,43,50,79,69
32,63,22,27,6,91,52,80,85,36
78,95,12,48,7,53,19,76,1,16
63,52,44,76,64,1,44,11,25,39
77,59,77,81,49,60,54,17,49,25
67,13,99,81,67,98,30,77,21,3
58,76,67,35,34,45,47,77,6,85
89,85,86,60,7,28,88,32,13,72
61,20,91,16,21,7,86,55,19,4
72,56,81,63,80,80,9,21,3,46
42,99,33,65,14,91,75,85,77,93
86,76,63,72,96,36,17,89,22,92
95,60,42,71,15,44,91,78,92,43
15,57,64,75,50,87,87,47,30,58
72,9,28,57,32,0,79,92,39,78
60,30,51,8,51,22,87,90,49,100
29,90,11,88,35,98,98,92,24,7
79,85,68,29,77,64,22,6,54,58
14,39,71,71,72,82,6,4,0,98
41,66,68,34,43,24,94,20,62,97
12,82,75,66,96,7,62,98,49,9
54,94,37,63,72,33,41,12,89,39
77,40,44,87,12,12,80,32,8,37
84,97,60,33,40,36,42,52,6,16
2,76,59,43,6,60,99,52,81,20
89,11,49,83,86,7,92,19,85,78
79,59,98,67,27,67,72,43,2,26
0,44,88,27,5,88,100,18,75,53
97,53,79,28,22,37,22,8,27,33
46,58,75,29,26,55,85,73,22,83
60,60,9,43,78,11,50,50,2,51
42,6,96,98,99,41,83,82,5,68
12,31,91,65,10,77,19,23,25,68
50,36,71,4,88,73,47,85,48,30
22,98,75,16,51,56,9,66,42,4
1,64,31,70,78,16,36,53,76,66
22,67,24,86,51,60,54,98,53,0
94,35,45,61,21,100,75,4,9,33
59,13,85,77,76,7,86,9,0,20
76,58,56,4,57,56,28,76,10,78
48,54,9,96,93,89,100,34,50,60
80,95,3,86,0,54,63,48,50,60
46,9,55,8,94,60,61,48,63,98
21,82,90,83,55,86,90,6,61,1
48,52,6,3,22,78,34,88,69,28
16,22,0,48,92,0,28,81,86,29
37,30,32,42,76,29,63,9,49,6
1,28,43,0,58,72,76,93,20,79
15,87,4,54,37,86,73,62,41,32
65,22,51,12,90,46,23,78,10,90
91,89,95,14,79,1,5,25,67,58
94,27,79,12,59,63,46,97,98,29
7,63,7,77,5,55,56,19,52,92
34,44,32,47,18,98,56,46,62,11
32,40,22,38,4,99,89,78,1,28
26,35,98,16,25,40,15,98,43,81
50,57,10,73,8,94,20,26,38,96
87,47,16,61,18,79,89,17,38,3
96,19,4,92,86,74,0,12,66,26
56,52,65,94,22,11,70,72,43,34
12,26,90,76,2,33,45,38,29,40
36,14,45,95,75,92,91,15,88,76
45,55,47,56,60,20,18,54,14,57
14,70,66,78,51,100,98,82,40,91
0,38,7,1,49,71,96,64,46,94
22,54,94,41,15,24,61,6,44,24
60,52,75,28,2,69,8,34,34,79
75,97,86,70,0,52,33,3,16,17
18,20,48,59,96,60,26,80,6,81
56,25,99,93,50,58,41,84,45,40
43,30,60,99,32,7,20,28,66,27
40,0,28,45,56,54,34,29,82,80
86,36,58,7,88,26,48,68,91,0
50,24,43,17,59,82,7,57,71,36
38,50,51,85,87,55,92,0,38,66
37,59,27,69,26,90,53,68,25,42
83,66,30,8,71,78,4,40,74,77
54,19,16,83,98,41,0,0,62,29
3,97,22,50,63,31,8,70,88,53
98,34,41,15,29,82,31,64,19,19
94,80,15,18,30,34,15,17,66,7
54,65,36,76,95,5,71,95,58,44
25,28,23,74,72,90,12,25,42,32
94,26,47,87,94,35,79,29,4,27
20,84,36,26,70,66,89,93,35,48
92,83,52,58,79,17,86,19,11,60
93,76,95,41,44,60,30,48,97,15
15,49,34,97,33,24,53,95,83,42
71,26,24,28,64,72,12,49,7,22
64,39,29,64,95,8,17,14,90,31
80,64,87,63,12,0,95,63,43,51
50,44,37,4,40,2,84,9,48,13
75,50,87,16,29,35,89,44,98,28
46,46,86,76,16,93,5,90,23,23
93,44,80,33,74,25,96,68,17,65
27,31,89,16,68,31,84,22,11,45
18,47,11,84,98,36,52,21,32,55
44,35,9,100,44,99,23,41,98,30
64,28,81,55,17,38,53,74,37,16
92,9,25,58,57,19,25,78,73,14
73,16,59,4,26,0,49,6,32,22
3,3,31,26,65,8,58,5,4,41
68,90,84,100,3,91,67,39,31,12
71,31,42,82,69,45,17,26,91,8
24,62,35,38,44,100,75,94,0,85
13,10,52,37,36,55,18,58,17,58
60,89,99,34,33,24,47,4,61,86
27,32,31,72,27,99,6,46,82,16
64,78,27,7,14,4,69,28,1,77
37,13,20,94,91,47,91,75,29,73
75,12,64,0,61,86,84,7,96,94
96,100,12,99,14,13,11,34,57,14
57,39,79,85,77,85,0,35,54,45
83,35,40,89,86,37,48,10,84,56
100,60,2,30,0,95,98,56,22,3
88,92,63,82,98,18,18,19,2,87
35,93,17,77,8,84,49,38,3,51
10,11,30,62,26,20,20,2,78,64
18,33,91,52,98,93,94,56,21,86
55,24,52,71,88,72,73,21,0,43
63,71,62,19,95,31,55,36,93,52
10,94,58,71,13,99,43,58,38,99
92,92,29,29,54,92,62,73,47,83
57,97,69,43,7,92,81,92,96,41
9,57,86,40,11,47,59,26,91,14
49,33,39,88,44,17,5,74,18,35
79,26,60,58,58,0,37,17,46,85
7,63,50,20,32,66,37,25,79,52
70,7,29,81,6,80,19,25,48,34
18,46,58,43,36,61,38,33,7,93
8,93,4,29,57,73,65,47,33,70
66,9,19,42,99,78,69,56,69,8
5,95,33,90,41,73,45,40,65,40
43,8,43,34,7,75,41,99,78,97
65,3,99,91,26,75,11,47,87,22
37,51,89,22,21,78,57,78,40,88
97,87,74,85,88,89,9,88,43,87
98,95,2,10,14,14,72,3,22,100
78,93,100,24,96,55,12,12,34,95
8,0,50,99,42,64,24,68,46,43
83,48,92,83,0,36,76,47,18,6
93,38,48,63,61,65,95,10,43,72
95,46,1,65,51,51,27,6,40,49
61,50,54,61,2,42,27,67,5,0
63,47,77,77,19,63,13,83,33,51
82,84,41,41,81,14,18,32,32,23
40,68,56,33,92,17,17,75,78,37
72,6,48,83,41,95,25,20,88,73
41,25,36,54,98,80,53,29,57,47
53,69,86,64,3,74,16,21,10,98
93,43,0,86,87,5,50,42,22,97
82,80,25,21,25,88,41,57,91,65
91,59,7,56,21,43,28,93,99,22
49,46,19,63,81,1,8,28,48,64
20,83,34,94,46,100,91,90,42,40
31,64,74,72,35,39,17,60,20,15
35,49,84,28,50,38,50,2,9,79
83,60,73,59,82,79,27,44,64,95
71,8,0,80,28,67,30,48,17,4
94,61,26,12,48,8,73,54,66,91
18,35,10,78,98,47,65,89,61,37
32,50,85,59,49,21,5,13,26,29
87,57,82,40,47,37,94,45,85,17
29,77,14,67,6,64,62,57,16,55
9,18,14,78,31,93,47,38,79,8
81,70,48,75,58,40,38,45,41,38
9,56,86,10,56,13,81,33,56,76
0,70,19,53,89,80,21,78,87,0
79,5,89,5,60,27,51,6,40,36
99,82,42,4,8,69,97,49,72,33
99,40,19,66,23,37,19,32,75,32
81,71,2,59,44,91,12,6,99,10
31,65,70,71,62,8,44,65,90,85
97,85,75,50,87,4,49,52,30,83
27,44,49,56,33,75,2,79,24,94
79,50,5,62,47,10,35,43,90,64
84,63,84,9,88,59,30,56,72,56
54,56,12,60,44,1,94,63,12,87
83,44,2,26,40,78,70,36,35,98
50,81,55,72,10,66,44,79,26,70
4,58,77,48,91,48,72,49,37,2
0,97,55,75,29,1,59,36,43,5
48,62,61,48,88,28,73,67,81,30
69,99,78,63,84,4,73,60,4,92
91,8,53,23,75,26,59,95,95,74
64,100,97,19,8,14,77,29,98,80
78,77,17,58,16,30,19,87,38,13
45,72,51,75,98,96,83,39,22,15
92,85,2,32,94,28,53,42,66,81
38,25,37,54,98,43,33,81,37,14
25,100,91,83,1,34,66,1,80,86
97,50,90,33,44,57,17,64,83,29
75,54,38,40,89,1,72,73,35,31
73,47,86,32,79,21,57,43,19,45
38,82,37,38,81,90,55,29,58,61
62,37,89,45,14,24,33,88,30,100
50,1,75,14,29,28,52,10,26,41
2,95,60,23,39,26,18,81,81,86
85,82,44,23,50,33,60,61,52,1
27,55,8,22,26,100,7,32,52,56
43,3,56,29,29,19,36,33,75,45
91,9,15,23,82,27,94,61,87,91
63,14,34,71,32,83,14,88,64,23
92,88,32,26,85,6,74,39,64,9
69,25,82,90,56,95,92,76,54,90
82,12,56,33,90,97,73,42,65,13
22,33,54,16,0,94,92,91,33,17
77,71,85,10,73,97,22,79,0,1
99,95,20,29,96,51,11,1,49,42
19,81,6,76,71,72,7,86,99,62
87,99,2,75,4,55,69,79,48,28
58,42,25,32,19,98,69,50,50,97
3,31,10,36,75,28,83,20,14,1
4,40,68,44,28,4,91,100,61,76
14,4,44,72,20,72,80,55,88,13
50,40,56,67,66,40,82,82,6,83
65,10,67,72,1,41,22,40,16,37
83,78,28,83,19,73,39,60,99,40
85,67,39,50,56,92,46,47,19,91
100,26,88,68,6,41,59,58,25,28
61,84,76,57,37,79,69,31,67,95
44,58,64,45,27,6,97,43,32,46
72,48,36,79,54,41,27,22,37,78
76,75,34,80,99,93,95,72,9,96
13,11,98,74,45,42,54,45,29,2
100,98,53,8,99,35,17,79,79,18
51,25,86,43,73,60,71,87,92,52
98,54,15,99,53,18,25,40,45,8
45,92,73,84,77,87,5,79,78,72
50,44,95,17,79,79,8,22,83,62
24,29,95,6,27,50,96,88,41,12
80,91,21,95,87,32,43,67,51,99
95,87,23,62,57,62,0,50,21,0
95,46,92,21,93,32,78,47,43,70
21,7,35,97,74,64,56,79,10,1
100,56,95,16,18,20,31,65,57,50
53,4,61,67,87,49,78,92,38,81
58,49,36,40,91,17,0,15,0,2
82,79,76,61,59,54,22,47,44,66
49,92,41,61,65,91,70,63,66,86
42,42,49,82,91,90,53,14,31,39
67,50,80,46,16,95,97,7,90,87
5,41,83,43,80,75,17,58,43,2
34,6,89,66,60,25,39,32,56,39
77,58,69,33,69,2,28,23,36,10
45,78,6,75,71,57,18,39,8,72
60,27,88,56,54,77,37,43,51,83
31,85,77,26,56,94,78,92,19,67
10,97,62,48,81,30,60,20,23,47
30,38,33,78,6,77,19,39,40,46
83,10,59,11,16,81,35,98,49,54
58,33,71,90,28,60,44,90,32,45
97,79,59,59,71,54,17,61,17,8
39,92,95,0,48,2,52,92,76,35
74,29,67,61,31,94,39,36,65,41
85,4,29,55,24,68,55,60,36,63
43,71,89,26,90,66,48,88,21,4
76,96,0,3,40,7,42,27,23,70
52,26,67,32,73,44,46,76,49,100
17,34,48,60,81,78,38,12,38,67
69,17,7,5,32,27,27,32,97,0
21,35,80,24,13,85,39,63,2,72
67,17,45,67,82,63,90,69,29,78
25,85,14,93,4,15,74,69,62,3
80,14,69,75,97,45,8,80,34,42
17,47,65,89,84,13,8,99,46,94
29,68,42,90,13,74,13,48,12,40
99,3,83,29,92,22,0,65,82,91
39,64,74,21,36,20,4,98,33,64
47,38,84,57,69,45,0,96,35,14
42,45,98,30,71,84,0,31,38,39
1,14,45,54,27,62,95,16,40,69
100,82,82,50,51,23,86,68,45,37
91,34,69,16,97,87,75,17,42,26
13,99,20,33,76,97,71,25,94,75
45,80,5,47,50,45,83,1,57,100
8,23,97,100,5,14,52,98,12,70
71,79,28,28,35,34,27,14,17,67
58,90,100,35,97,24,0,25,54,62
53,20,26,70,85,20,0,60,99,9
69,72,46,96,93,25,80,95,52,100
88,84,62,30,64,1,25,60,84,41
75,86,23,81,77,35,78,72,63,45
8,88,1,52,77,45,98,95,42,25
54,47,52,83,92,84,26,57,7,84
34,36,59,56,40,9,31,80,10,80
0,40,28,30,5,22,59,30,72,18
94,67,73,24,77,7,34,95,37,80
84,52,45,63,8,75,27,41,76,81
61,93,6,1,10,50,1,83,67,18
3,18,82,86,63,56,88,58,95,20
31,37,52,37,9,54,8,89,47,1
98,14,9,17,17,70,57,52,61,14
35,100,87,45,17,71,0,0,90,75
78,71,49,32,93,70,90,44,41,65
66,16,59,89,40,12,43,7,18,55
80,69,21,33,4,10,60,15,42,13
84,37,82,14,48,33,80,38,62,86
7,94,43,14,8,50,15,81,70,79
15,69,28,36,93,94,34,100,9,91
28,64,65,49,78,23,48,0,15,75
36,41,100,50,30,88,80,68,23,64
28,30,64,35,63,83,6,78,29,63
90,81,96,49,23,8,99,90,44,58
4,25,54,83,62,50,26,70,14,66
62,74,72,66,64,88,9,63,62,58
66,89,4,83,8,61,29,24,20,23
66,64,84,68,61,53,36,10,66,87
8,47,7,95,48,53,22,56,80,18
21,67,35,95,29,37,17,43,20,51
48,52,31,26,44,39,20,22,4,98
66,49,53,43,85,96,27,19,27,49
86,30,43,72,46,32,24,63,4,61
72,1,74,69,79,53,62,43,42,79
14,45,69,58,7,81,38,17,44,79
39,97,84,29,15,6,76,64,49,87
35,18,47,5,32,63,93,38,41,80
15,92,36,30,55,61,82,46,62,67
23,47,20,30,67,78,86,83,2,45
94,91,60,62,49,93,50,14,47,85
89,52,54,16,30,45,60,92,28,84
52,94,90,93,41,79,79,71,32,31
37,45,34,24,64,55,56,55,47,78
95,1,98,51,11,76,53,0,10,44
12,74,43,93,53,29,6,24,51,48
16,100,91,36,85,67,34,91,90,92
45,12,23,28,14,47,95,62,53,31
76,12,99,33,14,52,5,17,60,8
13,57,87,8,29,0,60,100,96,62
29,55,25,30,90,6,19,20,59,85
80,95,81,100,32,65,92,22,59,99
79,26,13,93,21,17,93,86,9,71
51,38,53,46,20,88,63,81,33,34
62,64,85,38,90,12,8,95,14,1
74,96,7,45,58,24,48,52,9,24
22,95,25,89,57,18,78,83,63,43
89,17,91,12,7,49,23,100,58,83
38,64,81,40,62,84,49,7,38,32
92,0,54,9,28,29,1,69,13,97
63,58,71,67,44,55,47,30,38,36
68,78,19,77,19,9,14,25,37,43
80,81,36,10,3,38,13,96,30,49
27,79,89,3,8,28,29,57,81,66
95,32,44,71,92,60,5,65,78,34
84,56,95,78,100,80,94,21,96,19
72,94,30,81,48,90,13,98,20,15
73,17,14,50,41,55,13,83,37,69
82,12,34,19,65,88,37,42,35,11
41,5,68,72,92,20,96,27,50,45
48,34,30,43,72,64,82,63,48,47
14,64,57,18,96,69,29,48,77,30
5,5,1,41,43,72,1,69,56,65
19,9,6,25,8,61,78,56,19,92
2,95,68,69,66,59,53,4,53,82
44,45,28,46,50,16,32,10,57,65
8,72,1,60,33,26,72,72,83,4
15,52,61,80,73,18,55,56,66,23
22,95,11,42,19,47,3,6,94,19
89,17,62,14,62,53,50,17,41,22
87,94,1,95,94,17,40,46,81,91
40,23,62,93,16,22,1,42,36,55
0,55,33,93,67,77,35,18,98,33
69,26,64,34,45,64,52,4,50,85
45,38,8,43,10,39,73,64,3,5
79,14,51,2,18,27,61,82,2,32
3,30,59,17,83,68,66,49,49,63
66,12,27,38,61,51,41,46,41,15
18,57,30,94,18,71,99,20,53,77
14,61,62,95,98,54,23,3,62,8
93,11,76,98,96,53,63,33,0,99
43,60,37,22,40,74,5,34,70,89
85,32,40,13,39,100,3,99,86,94
66,76,49,18,18,38,30,44,92,46
87,34,19,30,7,30,100,41,26,17
42,35,71,57,25,52,52,7,24,81
93,48,73,46,30,54,36,11,93,94
51,16,15,33,64,37,67,19,36,92
61,72,54,87,83,25,51,69,19,20
98,70,25,81,17,2,64,47,59,25
94,50,76,5,11,10,84,7,100,19
23,53,76,20,40,76,67,88,9,81
14,38,43,4,89,71,1,61,14,5
86,29,59,55,87,31,15,75,10,79
11,12,79,29,69,75,72,46,53,37
35,97,25,44,40,54,35,2,36,13
55,86,50,45,78,61,45,85,90,73
89,47,12,32,22,9,86,87,36,22
3,2,97,78,9,62,83,55,15,70
69,52,21,5,62,94,60,49,89,3
21,0,72,1,33,12,78,15,7,93
61,95,24,57,55,31,82,44,29,26
25,1,24,55,40,33,69,41,57,0
55,9,100,8,15,65,54,94,82,30
68,25,59,67,27,33,7,10,41,99
13,0,35,93,96,46,20,6,76,90
44,78,74,24,81,54,35,11,7,94
7,20,67,23,10,20,13,14,94,100
44,76,83,25,75,93,47,85,30,31
62,11,46,41,56,35,55,83,25,59
80,61,38,25,7,38,28,6,74,58
46,72,26,36,29,25,57,36,32,55
62,81,97,18,50,61,52,27,80,1
18,77,89,16,79,63,25,99,81,47
70,19,30,40,78,99,0,10,22,23
60,77,69,53,93,24,57,30,7,55
58,89,72,66,98,80,67,88,34,3
2,83,8,92,61,72,78,84,60,2
51,44,90,7,20,63,77,84,21,21
78,57,95,7,15,96,61,51,36,58
27,3,5,28,68,53,72,30,88,22
92,1,92,85,2,74,34,26,69,87
51,31,44,61,55,15,17,8,60,98
98,61,0,98,33,86,86,72,37,66
95,53,3,61,54,65,75,0,72,3
86,39,12,93,8,69,28,17,55,49
98,28,85,6,4,97,16,18,24,80
85,27,82,0,74,72,27,10,12,18
32,82,83,14,53,97,15,68,85,85
14,75,45,95,52,22,64,15,57,88
79,99,80,93,74,58,41,88,50,18
3,87,80,23,9,98,35,12,77,43
11,23,81,3,86,32,15,49,17,81
33,94,93,2,92,61,93,87,37,53
99,60,72,73,1,14,88,14,92,29
72,89,30,85,80,29,10,92,77,45
58,85,18,32,63,18,39,11,69,56
96,95,23,62,88,19,82,8,49,37
96,80,21,17,28,95,31,56,7,38
100,14,70,2,57,92,53,64,41,60
20,73,58,11,82,78,92,53,56,59
56,66,79,94,67,51,65,96,69,86
34,49,67,79,47,61,65,33,71,28
78,45,37,11,29,10,23,15,96,85
21,22,0,26,77,63,60,37,24,51
61,69,82,27,88,98,84,80,52,25
29,64,43,96,13,32,65,68,92,15
73,48,67,71,20,78,69,34,84,63
10,45,72,29,70,43,35,83,62,98
59,77,75,50,36,59,23,83,36,45
96,53,76,4,24,72,72,69,87,85
0,60,5,58,41,21,10,6,47,15
46,70,37,24,20,42,11,65,100,21
83,12,38,21,28,14,84,89,84,44
66,22,37,65,60,54,58,90,21,49
65,29,36,39,1,6,10,74,0,51
39,86,86,67,78,41,98,51,21,30
13,54,26,11,58,71,85,70,46,52
17,55,91,59,1,43,55,41,57,85
95,99,26,45,24,74,85,3,22,32
11,19,21,79,29,67,40,34,76,7
54,30,63,47,24,73,83,34,48,21
80,35,47,20,16,3,98,54,39,37
0,15,51,76,53,42,63,98,33,70
88,23,81,88,27,46,48,26,33,62
56,19,82,31,12,8,44,7,0,35
21,53,80,73,96,72,45,41,46,35
88,34,25,53,9,71,69,52,42,72
18,29,25,14,79,74,67,27,41,32
38,24,41,48,6,72,21,12,61,94
41,13,76,0,25,47,74,72,26,33
92,43,35,60,45,93,33,37,83,22
83,95,82,20,72,52,8,20,29,66
85,98,39,5,64,76,77,24,93,93
50,34,50,46,7,44,80,13,38,33
62,88,39,16,84,86,72,29,65,47
69,13,28,100,24,36,97,88,88,81
95,12,79,36,12,99,86,93,30,68
58,98,23,64,21,81,40,41,84,79
46,10,99,55,14,88,86,29,68,76
6,11,15,27,50,19,66,49,31,94
21,44,3,1,97,37,69,30,30,51
30,28,80,93,56,11,36,93,12,15
49,37,50,25,91,69,57,80,67,84
17,92,60,15,17,95,1,83,72,13
42,89,90,7,46,92,96,15,15,7
85,21,43,36,39,57,9,21,23,9
47,35,48,63,91,62,71,45,46,7
89,2,0,53,20,25,24,56,35,89
66,51,28,72,26,9,96,38,96,28
33,29,19,14,100,97,44,0,52,68
14,53,83,57,84,47,61,24,25,70
71,8,1,66,93,55,21,24,49,78
15,39,71,39,29,79,12,23,92,80
48,39,1,37,61,44,67,64,55,6
50,9,95,84,8,0,44,94,24,1
40,20,40,53,87,24,87,87,39,65
45,0,46,79,66,69,87,66,2,59
18,6,87,5,85,36,68,18,10,32
13,58,5,62,21,25,47,80,13,74
15,56,98,98,32,46,15,58,55,37
1,6,92,61,4,69,69,92,99,56
36,63,57,64,72,53,95,3,42,71
17,70,48,93,63,49,90,43,28,5
60,55,24,95,52,37,54,14,80,31
39,86,8,21,15,48,59,42,84,9
58,1,3,40,87,5,31,81,5,43
80,45,58,35,20,21,5,14,17,59
46,86,1,91,50,80,1,0,30,34
69,84,70,46,26,7,30,71,61,78
33,77,7,63,10,97,16,92,32,25
11,67,0,48,96,51,91,9,63,93
4,9,90,49,69,17,6,61,73,21
88,1,10,26,29,14,28,57,6,16
29,55,22,55,96,30,69,95,61,57
27,61,52,12,58,69,26,68,21,63
99,89,35,49,34,90,25,15,87,10
99,43,78,16,57,3,55,29,66,13
79,35,51,77,72,94,64,25,47,12
85,97,89,10,7,29,73,50,99,9
23,93,69,44,100,41,12,56,91,3
40,84,69,86,90,64,33,90,47,94
36,93,3,9,40,17,51,70,27,93
39,33,39,13,2,58,2,77,78,3
62,66,40,95,41,77,21,40,29,37
39,83,51,15,44,64,94,68,5,44
62,26,0,78,41,10,64,51,84,58
49,20,39,89,56,25,25,70,20,7
20,73,48,24,78,35,72,98,36,91
95,97,9,82,81,75,27,61,71,74
3,2,0,37,10,13,45,88,79,63
27,15,64,19,63,58,31,40,64,13
82,85,90,54,8,72,54,10,88,34
87,7,31,46,23,67,42,15,91,44
13,44,62,28,86,85,31,76,66,28
46,10,76,49,82,62,99,91,68,86
81,56,52,55,7,75,93,4,52,83
16,7,45,50,72,78,92,100,9,2
84,61,15,37,31,40,24,19,82,100
15,32,38,8,6,100,69,81,71,0
11,11,23,55,43,37,95,48,54,17
58,87,8,47,93,97,11,29,10,5
25,80,95,60,19,78,1,55,24,90
41,68,38,76,13,88,88,69,82,5
54,32,79,70,21,79,71,88,13,30
62,7,21,63,7,20,73,62,98,8
60,40,65,98,100,43,7,13,61,32
100,67,15,76,38,14,61,72,25,5
43,51,92,45,10,19,4,57,78,92
35,65,26,40,87,18,20,23,71,54
69,61,29,8,69,53,14,36,10,90
7,82,17,11,40,14,9,31,96,33
76,13,38,52,2,26,16,65,8,62
55,37,71,58,32,84,23,1,35,39
15,78,31,37,76,7,51,89,5,87
7,11,21,57,26,33,20,70,59,30
53,97,31,70,99,54,98,1,62,6
83,38,46,22,47,8,9,8,78,73
54,68,85,36,10,9,26,68,21,87
57,34,52,45,88,74,26,77,51,94
52,75,89,70,53,88,29,96,84,18
10,78,74,99,94,93,25,17,10,44
0,27,20,1,1,75,87,14,93,72
5,85,34,51,71,64,99,41,34,19
7,60,63,63,85,100,59,66,94,53
48,92,3,57,56,20,44,9,69,67
65,9,46,5,64,2,83,57,73,52
4,84,9,81,30,59,97,60,28,53
35,2,94,68,6,2,89,62,94,26
58,21,46,33,41,87,48,80,62,67
63,39,30,96,82,39,12,72,0,5
55,74,41,91,80,86,89,56,25,8
3,68,40,100,42,10,6,21,49,33
94,1,60,54,91,100,14,76,16,87
100,100,99,57,41,39,27,37,24,10
88,23,48,72,87,75,32,75,68,56
9,86,90,36,47,54,98,23,65,71
45,29,54,7,77,90,17,26,18,7
100,79,55,100,55,45,49,1,13,96
83,68,88,93,75,83,26,39,79,81
58,29,55,25,30,24,24,4,95,41
8,22,51,55,3,21,19,74,34,82
80,6,44,14,94,11,38,69,1,84
25,7,51,97,77,39,21,62,8,84
69,71,73,93,32,22,65,31,63,65
0,53,70,20,72,55,82,8,36,80
84,98,86,33,66,16,47,84,28,26
68,70,16,23,97,93,2,32,40,57
42,64,56,39,44,81,54,10,24,0
12,96,22,40,83,52,28,79,40,14
94,66,29,65,40,3,47,81,57,81
94,44,40,79,59,42,51,17,87,8
31,29,35,2,89,15,58,13,19,97
55,27,73,84,81,15,48,77,5,78
89,84,35,10,7,94,78,17,49,29
70,47,1,31,85,75,97,92,37,38
40,1,62,40,16,73,74,43,76,1
5,14,16,22,54,92,11,19,26,48
46,5,41,21,32,5,95,88,15,5
18,52,19,53,60,71,62,32,28,13
47,65,82,16,43,22,99,30,68,75
10,50,56,32,15,91,48,65,52,49
33,71,50,74,81,77,80,25,48,5
60,51,32,79,47,81,45,94,9,74
84,82,6,32,86,94,77,54,46,77
1,52,45,15,6,66,10,70,54,37
69,62,54,2,96,57,31,21,24,39
33,62,85,64,97,48,22,83,77,79
67,61,90,1,60,5,80,63,70,94
13,37,84,74,100,39,13,58,12,48
38,18,69,40,60,36,25,25,26,19
90,71,29,86,95,13,64,93,92,19
57,81,60,25,37,6,9,79,58,71
32,30,86,1,55,52,52,95,59,49
12,21,75,83,47,23,62,44,85,36
53,25,20,65,66,5,42,54,14,61
64,47,47,60,73,97,49,74,22,26
28,100,46,100,58,35,52,83,51,25
49,13,72,6,2,95,74,21,23,36
45,1,2,95,48,63,38,21,67,28
28,35,0,67,50,77,49,34,74,31
17,16,96,68,48,96,64,11,37,1
68,10,47,100,14,51,82,20,79,76
71,100,66,38,84,93,56,88,78,87
41,63,49,14,68,39,53,49,41,40
35,5,92,71,63,3,40,77,2,24
27,89,99,97,50,100,35,43,78,32
45,27,9,48,46,56,6,59,47,56
96,51,74,95,54,75,53,25,31,97
84,41,10,73,22,55,64,36,93,9
95,36,88,89,37,62,42,96,24,4
58,64,80,16,23,9,41,93,4,79
74,54,86,64,62,40,30,66,54,21
27,3,12,32,18,36,22,54,6,51
56,24,11,24,26,1,43,58,56,43
10,58,21,51,97,41,61,32,2,90
83,92,43,45,49,12,29,85,17,76
56,8,100,11,72,60,35,18,90,7
43,20,34,67,19,64,75,11,53,72
86,70,64,40,19,51,80,48,53,92
2,80,97,71,30,74,76,3,38,100
33,20,34,35,45,41,3,8,43,15
81,70,7,66,27,69,99,58,33,27
88,60,91,8,74,17,64,5,30,20
61,67,22,28,81,21,72,30,32,32
2,40,73,72,24,26,18,40,19,79
86,53,61,98,50,13,11,4,64,29
79,18,93,31,8,98,43,77,77,2
86,68,67,85,28,49,87,17,9,90
54,25,70,81,46,1,25,41,31,38
56,61,1,30,44,26,82,60,7,37
76,96,99,27,41,19,32,97,64,20
75,57,29,70,25,34,26,7,38,44
50,81,21,97,53,5,28,17,33,13
0,86,65,95,67,7,22,90,81,60
78,28,10,17,55,47,31,55,11,84
54,96,67,79,84,66,51,60,6,32
68,83,25,28,19,74,32,18,54,76
3,59,73,69,27,99,82,37,38,10
30,97,76,4,24,14,89,59,43,62
28,28,15,0,68,79,37,39,67,64
53,21,75,44,87,61,68,22,51,2
81,31,83,84,85,67,10,60,20,29
63,44,84,1,30,39,2,59,60,95
26,87,23,19,4,81,94,70,44,82
70,14,71,22,45,68,52,4,79,79
82,36,81,84,56,23,86,87,46,9
18,92,64,34,45,20,50,33,61,62
98,81,11,0,77,9,54,76,60,13
78,27,92,51,86,91,21,70,80,18
56,54,76,52,4,57,30,61,66,93
80,87,64,65,12,15,13,93,74,26
32,8,43,45,9,66,83,56,51,42
8,90,54,25,94,43,71,54,44,62
67,1,17,85,63,93,2,91,32,35
59,63,89,42,96,36,90,96,93,64
61,6,76,61,94,66,43,55,7,6
62,73,83,47,50,24,13,34,51,9
94,74,64,50,93,19,33,89,86,5
43,58,8,91,5,26,7,64,53,99
54,44,65,59,49,100,43,96,90,5
89,19,14,8,61,33,27,7,9,9
6,88,77,21,86,89,14,93,18,5
58,99,36,16,35,68,60,69,73,10
81,43,36,66,13,41,73,89,67,75
7,2,17,36,97,33,54,3,81,66
55,89,84,82,79,38,65,96,94,55
20,41,4,73,83,18,67,93,31,6
34,50,66,17,89,63,97,96,2,13
77,82,40,65,57,0,11,21,67,30
77,76,91,11,80,72,82,72,94,13
2,21,37,32,78,92,13,92,27,98
2,29,32,24,38,89,44,16,63,56
3,98,23,2,13,68,55,58,45,36
93,39,67,75,78,91,20,37,16,16
49,39,66,27,100,67,48,4,8,4
56,34,90,96,30,2,82,42,15,58
73,90,72,43,100,77,54,69,4,74
8,88,67,91,10,51,43,25,81,96
55,23,69,46,3,88,63,28,85,40
67,45,50,46,1,21,99,58,96,94
21,28,47,57,68,71,80,64,9,22
70,7,51,58,44,4,42,23,81,31
4,19,54,16,72,11,25,29,51,86
15,5,42,90,86,35,26,19,92,73
35,21,24,81,21,65,10,50,77,12
78,63,98,6,85,38,29,6,28,95
